state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,vehicles_involved,vehicle_type,casualties,fatalities,weather,road_type,road_condition,lighting,traffic_control,speed_limit,driver_age,driver_gender,driver_license_status,alcohol_involvement,location_details,accident_id,month_num,hour,is_night,is_peak_hour,is_rainy,alcohol_flag,is_weekend,severity_binary
Telangana,Unknown,2021,October,Saturday,6:59,Minor,4,Truck,2,3,Rainy,Urban Road,Wet,Dawn,Signals,60,46,Male,Expired,No,Bridge,1660,10,6,0,0,1,0,1,0
Sikkim,Unknown,2023,April,Sunday,23:32,Serious,3,Car,9,4,Hazy,State Highway,Under Construction,Dawn,Signals,118,27,Female,Valid,Yes,Bridge,1661,4,23,1,0,0,1,1,1
Mizoram,Unknown,2022,April,Wednesday,12:57,Fatal,1,Auto-Rickshaw,2,0,Clear,State Highway,Damaged,Dawn,Signals,54,19,Female,Expired,No,Curve,1662,4,12,0,0,0,0,0,1
Maharashtra,Pune,2018,July,Saturday,8:57,Minor,3,Car,10,4,Stormy,National Highway,Damaged,Dawn,Signals,42,54,Female,Expired,No,Bridge,1663,7,8,0,1,0,0,1,0
Nagaland,Unknown,2022,September,Tuesday,22:21,Fatal,2,Truck,1,0,Clear,National Highway,Under Construction,Dusk,Police Checkpost,109,65,Male,Valid,Yes,Curve,1664,9,22,1,0,0,1,0,1
Chandigarh,Unknown,2018,June,Tuesday,11:30,Fatal,5,Cycle,3,2,Rainy,Urban Road,Damaged,Dawn,Police Checkpost,32,46,Female,Valid,Yes,Curve,1665,6,11,0,0,1,1,0,1
Telangana,Unknown,2021,April,Thursday,5:49,Serious,4,Pedestrian,1,5,Foggy,State Highway,Dry,Daylight,Police Checkpost,77,52,Male,Unknown,No,Bridge,1666,4,5,1,0,0,0,0,1
Tripura,Unknown,2023,December,Monday,22:35,Serious,1,Bus,2,1,Clear,State Highway,Under Construction,Dark,Unknown,80,39,Male,Unknown,Yes,Bridge,1667,12,22,1,0,0,1,0,1
Chandigarh,Unknown,2020,August,Thursday,0:11,Minor,5,Truck,4,4,Rainy,Urban Road,Under Construction,Dawn,Unknown,116,67,Male,Unknown,Yes,Bridge,1668,8,0,1,0,1,1,0,0
Chhattisgarh,Unknown,2019,May,Friday,7:19,Minor,5,Truck,4,4,Rainy,Urban Road,Under Construction,Dusk,Unknown,35,58,Female,Valid,Yes,Intersection,1669,5,7,0,0,1,1,0,0
Punjab,Unknown,2019,November,Wednesday,9:56,Serious,5,Cycle,6,0,Foggy,State Highway,Under Construction,Dusk,Signs,97,45,Male,Valid,Yes,Intersection,1670,11,9,0,1,0,1,0,1
Madhya Pradesh,Unknown,2019,November,Thursday,10:0,Minor,1,Auto-Rickshaw,8,5,Hazy,Village Road,Dry,Dark,Police Checkpost,100,69,Female,Expired,Yes,Curve,1671,11,10,0,1,0,1,0,0
Puducherry,Unknown,2018,July,Tuesday,13:41,Minor,5,Car,1,1,Stormy,Village Road,Damaged,Dawn,Police Checkpost,49,35,Female,Unknown,No,Curve,1672,7,13,0,0,0,0,0,0
Gujarat,Surat,2022,July,Sunday,2:41,Minor,3,Auto-Rickshaw,1,0,Hazy,Urban Road,Wet,Daylight,Unknown,46,62,Female,Valid,No,Bridge,1673,7,2,1,0,0,0,1,0
West Bengal,Siliguri,2018,December,Sunday,19:34,Minor,5,Auto-Rickshaw,5,0,Hazy,Urban Road,Dry,Dark,Unknown,106,24,Male,Expired,Yes,Bridge,1674,12,19,0,1,0,1,1,0
Telangana,Unknown,2021,March,Saturday,10:31,Fatal,1,Pedestrian,1,0,Foggy,Village Road,Damaged,Dusk,Signals,41,52,Male,Unknown,No,Bridge,1675,3,10,0,1,0,0,1,1
Bihar,Unknown,2023,November,Monday,14:2,Fatal,3,Cycle,3,2,Stormy,National Highway,Dry,Dark,Signs,104,45,Male,Valid,No,Straight Road,1676,11,14,0,0,0,0,0,1
Sikkim,Unknown,2020,March,Sunday,6:42,Minor,5,Two-Wheeler,4,2,Clear,Village Road,Dry,Dusk,Police Checkpost,50,45,Female,Valid,Yes,Bridge,1677,3,6,0,0,0,1,1,0
Rajasthan,Udaipur,2022,April,Friday,22:3,Serious,4,Car,7,5,Foggy,State Highway,Under Construction,Dark,Unknown,37,38,Male,Valid,Yes,Straight Road,1678,4,22,1,0,0,1,0,1
Nagaland,Unknown,2018,May,Saturday,2:24,Fatal,1,Auto-Rickshaw,7,4,Clear,Urban Road,Under Construction,Daylight,Police Checkpost,88,40,Female,Expired,No,Curve,1679,5,2,1,0,0,0,1,1
Arunachal Pradesh,Unknown,2019,October,Tuesday,19:51,Minor,4,Car,3,3,Clear,State Highway,Damaged,Daylight,Unknown,90,62,Male,Valid,Yes,Straight Road,1680,10,19,0,1,0,1,0,0
Kerala,Unknown,2020,October,Saturday,0:47,Fatal,1,Cycle,2,5,Stormy,Village Road,Wet,Daylight,Signals,108,40,Male,Unknown,No,Bridge,1681,10,0,1,0,0,0,1,1
Tripura,Unknown,2023,January,Sunday,9:9,Minor,1,Cycle,9,2,Hazy,National Highway,Wet,Dusk,Signals,79,63,Male,Expired,Yes,Straight Road,1682,1,9,0,1,0,1,1,0
Telangana,Unknown,2022,May,Thursday,4:55,Minor,5,Two-Wheeler,7,0,Clear,Village Road,Damaged,Dark,Signs,64,22,Male,Valid,Yes,Bridge,1683,5,4,1,0,0,1,0,0
Sikkim,Unknown,2021,November,Thursday,0:26,Minor,5,Auto-Rickshaw,3,2,Clear,Urban Road,Damaged,Daylight,Police Checkpost,96,57,Female,Valid,Yes,Straight Road,1684,11,0,1,0,0,1,0,0
Haryana,Unknown,2023,July,Friday,17:35,Minor,5,Two-Wheeler,3,1,Rainy,Village Road,Wet,Dawn,Signs,45,29,Male,Expired,No,Intersection,1685,7,17,0,1,1,0,0,0
Gujarat,Vadodara,2021,March,Sunday,19:43,Serious,2,Cycle,6,4,Rainy,National Highway,Under Construction,Daylight,Signals,52,44,Female,Valid,Yes,Straight Road,1686,3,19,0,1,1,1,1,1
Sikkim,Unknown,2022,October,Sunday,3:1,Fatal,2,Car,10,4,Stormy,Urban Road,Damaged,Daylight,Police Checkpost,107,46,Female,Expired,No,Intersection,1687,10,3,1,0,0,0,1,1
Nagaland,Unknown,2018,October,Saturday,14:7,Fatal,5,Truck,10,5,Rainy,Urban Road,Wet,Dark,Police Checkpost,62,25,Male,Valid,Yes,Intersection,1688,10,14,0,0,1,1,1,1
Gujarat,Vadodara,2021,October,Tuesday,2:46,Serious,1,Auto-Rickshaw,5,4,Foggy,Village Road,Damaged,Dark,Unknown,33,66,Male,Valid,No,Curve,1689,10,2,1,0,0,0,0,1
Haryana,Unknown,2023,September,Thursday,16:51,Fatal,1,Truck,8,0,Stormy,National Highway,Under Construction,Dawn,Police Checkpost,96,40,Female,Valid,No,Straight Road,1690,9,16,0,0,0,0,0,1
Maharashtra,Nagpur,2023,March,Tuesday,11:29,Fatal,2,Bus,4,3,Stormy,State Highway,Under Construction,Daylight,Signs,30,22,Male,Expired,Yes,Curve,1691,3,11,0,0,0,1,0,1
Sikkim,Unknown,2021,November,Monday,5:22,Serious,2,Pedestrian,9,2,Hazy,National Highway,Wet,Dark,Signs,63,57,Female,Valid,Yes,Bridge,1692,11,5,1,0,0,1,0,1
Madhya Pradesh,Unknown,2018,November,Tuesday,7:47,Serious,3,Truck,5,3,Clear,Village Road,Dry,Dark,Signs,109,52,Female,Unknown,No,Intersection,1693,11,7,0,0,0,0,0,1
Kerala,Unknown,2019,November,Friday,15:44,Minor,3,Cycle,5,0,Hazy,State Highway,Damaged,Dawn,Signals,47,55,Male,Expired,No,Bridge,1694,11,15,0,0,0,0,0,0
West Bengal,Siliguri,2021,April,Friday,4:4,Serious,2,Two-Wheeler,2,2,Clear,Urban Road,Dry,Dark,Unknown,36,26,Male,Expired,No,Curve,1695,4,4,1,0,0,0,0,1
Karnataka,Mangalore,2019,September,Thursday,16:40,Minor,5,Pedestrian,8,4,Clear,Village Road,Wet,Dark,Signs,117,37,Male,Unknown,Yes,Straight Road,1696,9,16,0,0,0,1,0,0
Nagaland,Unknown,2019,September,Sunday,10:32,Serious,2,Pedestrian,3,4,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,86,48,Male,Valid,No,Straight Road,1697,9,10,0,1,0,0,1,1
Jammu and Kashmir,Unknown,2020,December,Sunday,22:39,Serious,3,Bus,0,5,Hazy,National Highway,Under Construction,Dark,Unknown,51,34,Male,Expired,Yes,Bridge,1698,12,22,1,0,0,1,1,1
Mizoram,Unknown,2021,August,Sunday,21:33,Minor,1,Cycle,3,0,Rainy,State Highway,Damaged,Dusk,Signals,86,70,Male,Expired,No,Curve,1699,8,21,1,0,1,0,1,0
Rajasthan,Udaipur,2021,June,Wednesday,8:32,Fatal,4,Two-Wheeler,2,2,Clear,Urban Road,Damaged,Dawn,Unknown,105,64,Male,Valid,Yes,Curve,1700,6,8,0,1,0,1,0,1
Haryana,Unknown,2020,September,Friday,6:33,Minor,4,Auto-Rickshaw,6,1,Clear,Village Road,Wet,Daylight,Signals,56,43,Male,Expired,Yes,Intersection,1701,9,6,0,0,0,1,0,0
West Bengal,Kolkata,2022,January,Wednesday,1:43,Minor,1,Truck,8,5,Foggy,Village Road,Wet,Dusk,Signals,95,41,Female,Unknown,No,Bridge,1702,1,1,1,0,0,0,0,0
Assam,Unknown,2021,October,Saturday,6:52,Fatal,1,Truck,2,5,Hazy,Urban Road,Damaged,Dusk,Signs,37,42,Female,Unknown,Yes,Bridge,1703,10,6,0,0,0,1,1,1
Uttar Pradesh,Kanpur,2020,March,Friday,12:31,Minor,5,Cycle,0,2,Foggy,Village Road,Damaged,Dusk,Signals,108,33,Male,Expired,Yes,Straight Road,1704,3,12,0,0,0,1,0,0
Bihar,Unknown,2018,April,Thursday,20:43,Minor,5,Auto-Rickshaw,6,5,Clear,State Highway,Wet,Dark,Police Checkpost,55,47,Female,Valid,Yes,Intersection,1705,4,20,1,0,0,1,0,0
Mizoram,Unknown,2023,October,Saturday,17:58,Minor,3,Car,7,1,Foggy,State Highway,Wet,Dusk,Unknown,117,28,Male,Unknown,No,Intersection,1706,10,17,0,1,0,0,1,0
Himachal Pradesh,Unknown,2018,November,Sunday,7:5,Minor,3,Truck,7,0,Rainy,State Highway,Wet,Dusk,Signals,109,30,Male,Unknown,No,Straight Road,1707,11,7,0,0,1,0,1,0
Tamil Nadu,Madurai,2021,May,Wednesday,21:47,Minor,4,Bus,4,1,Clear,National Highway,Damaged,Dawn,Signals,40,70,Female,Expired,No,Intersection,1708,5,21,1,0,0,0,0,0
Goa,Unknown,2022,October,Tuesday,20:31,Fatal,5,Truck,6,0,Rainy,State Highway,Under Construction,Daylight,Signals,94,44,Female,Unknown,Yes,Intersection,1709,10,20,1,0,1,1,0,1
Goa,Unknown,2020,November,Wednesday,17:25,Minor,1,Two-Wheeler,7,3,Stormy,State Highway,Under Construction,Dusk,Police Checkpost,55,36,Female,Valid,No,Intersection,1710,11,17,0,1,0,0,0,0
Puducherry,Unknown,2023,September,Thursday,5:38,Serious,1,Auto-Rickshaw,6,0,Rainy,State Highway,Damaged,Daylight,Signals,52,33,Male,Expired,Yes,Intersection,1711,9,5,1,0,1,1,0,1
Tamil Nadu,Madurai,2023,December,Monday,1:56,Fatal,1,Bus,3,5,Rainy,State Highway,Damaged,Dusk,Signals,87,28,Female,Expired,No,Intersection,1712,12,1,1,0,1,0,0,1
Tamil Nadu,Madurai,2019,September,Thursday,22:5,Fatal,3,Bus,4,5,Stormy,Village Road,Under Construction,Dusk,Signals,51,54,Female,Unknown,Yes,Intersection,1713,9,22,1,0,0,1,0,1
Nagaland,Unknown,2020,June,Wednesday,17:9,Minor,5,Cycle,10,2,Stormy,Urban Road,Dry,Daylight,Police Checkpost,54,58,Female,Unknown,No,Intersection,1714,6,17,0,1,0,0,0,0
Punjab,Unknown,2019,September,Wednesday,1:43,Serious,2,Two-Wheeler,1,0,Clear,Urban Road,Wet,Daylight,Unknown,87,49,Male,Valid,Yes,Straight Road,1715,9,1,1,0,0,1,0,1
Uttarakhand,Unknown,2022,September,Saturday,21:34,Serious,2,Truck,3,0,Foggy,Village Road,Damaged,Dark,Police Checkpost,71,28,Female,Unknown,No,Curve,1716,9,21,1,0,0,0,1,1
Tamil Nadu,Coimbatore,2023,September,Wednesday,0:21,Minor,5,Bus,4,3,Stormy,State Highway,Dry,Dark,Signals,62,55,Female,Valid,No,Intersection,1717,9,0,1,0,0,0,0,0
Sikkim,Unknown,2019,June,Sunday,17:0,Serious,5,Car,4,5,Rainy,National Highway,Damaged,Dark,Signals,118,34,Female,Unknown,Yes,Bridge,1718,6,17,0,1,1,1,1,1
Punjab,Unknown,2021,April,Friday,15:48,Minor,4,Pedestrian,10,0,Rainy,National Highway,Damaged,Dusk,Signs,79,39,Female,Expired,No,Curve,1719,4,15,0,0,1,0,0,0
Assam,Unknown,2018,February,Saturday,20:2,Minor,4,Bus,10,3,Clear,Urban Road,Under Construction,Dawn,Police Checkpost,59,52,Female,Unknown,Yes,Bridge,1720,2,20,1,0,0,1,1,0
Punjab,Unknown,2019,May,Friday,19:5,Fatal,5,Two-Wheeler,6,5,Stormy,State Highway,Wet,Dawn,Signals,80,66,Female,Valid,Yes,Intersection,1721,5,19,0,1,0,1,0,1
Himachal Pradesh,Unknown,2020,May,Friday,18:56,Minor,5,Car,3,1,Hazy,State Highway,Wet,Dawn,Signals,33,68,Female,Valid,No,Intersection,1722,5,18,0,1,0,0,0,0
Meghalaya,Unknown,2023,November,Wednesday,1:34,Minor,5,Truck,8,1,Foggy,Urban Road,Under Construction,Dawn,Signals,81,58,Male,Unknown,Yes,Bridge,1723,11,1,1,0,0,1,0,0
Himachal Pradesh,Unknown,2021,May,Tuesday,0:37,Minor,2,Car,7,0,Clear,Village Road,Dry,Dark,Unknown,64,69,Male,Unknown,No,Straight Road,1724,5,0,1,0,0,0,0,0
Jammu and Kashmir,Unknown,2018,May,Saturday,15:16,Serious,5,Two-Wheeler,10,3,Foggy,National Highway,Dry,Daylight,Police Checkpost,83,68,Female,Expired,No,Intersection,1725,5,15,0,0,0,0,1,1
Delhi,Dwarka,2018,November,Wednesday,10:45,Serious,1,Truck,7,3,Stormy,Urban Road,Under Construction,Daylight,Signals,105,67,Female,Valid,Yes,Bridge,1726,11,10,0,1,0,1,0,1
Goa,Unknown,2023,March,Thursday,13:47,Minor,5,Truck,1,2,Stormy,National Highway,Wet,Dusk,Signals,75,34,Female,Unknown,No,Straight Road,1727,3,13,0,0,0,0,0,0
Puducherry,Unknown,2020,February,Wednesday,18:48,Fatal,1,Car,10,0,Foggy,Urban Road,Wet,Dark,Police Checkpost,106,48,Female,Expired,Yes,Bridge,1728,2,18,0,1,0,1,0,1
Jammu and Kashmir,Unknown,2019,November,Sunday,0:51,Serious,2,Auto-Rickshaw,8,2,Clear,Village Road,Dry,Dawn,Unknown,50,33,Male,Expired,Yes,Straight Road,1729,11,0,1,0,0,1,1,1
Arunachal Pradesh,Unknown,2021,December,Wednesday,9:40,Fatal,4,Auto-Rickshaw,2,0,Foggy,Village Road,Dry,Dark,Unknown,51,63,Female,Expired,No,Intersection,1730,12,9,0,1,0,0,0,1
Karnataka,Mangalore,2019,July,Friday,22:19,Fatal,2,Truck,3,2,Foggy,National Highway,Under Construction,Daylight,Signals,72,28,Female,Valid,Yes,Bridge,1731,7,22,1,0,0,1,0,1
Goa,Unknown,2022,May,Wednesday,6:36,Fatal,4,Bus,0,0,Clear,National Highway,Dry,Dark,Signs,91,29,Female,Unknown,No,Straight Road,1732,5,6,0,0,0,0,0,1
Delhi,New Delhi,2023,March,Tuesday,22:57,Minor,2,Bus,7,1,Rainy,State Highway,Damaged,Dark,Unknown,65,65,Male,Valid,Yes,Bridge,1733,3,22,1,0,1,1,0,0
Chhattisgarh,Unknown,2022,October,Friday,0:30,Serious,5,Cycle,7,5,Foggy,National Highway,Under Construction,Dawn,Police Checkpost,55,63,Male,Expired,No,Curve,1734,10,0,1,0,0,0,0,1
Haryana,Unknown,2019,December,Sunday,23:51,Minor,2,Auto-Rickshaw,0,2,Rainy,Village Road,Dry,Dawn,Police Checkpost,53,25,Female,Valid,No,Curve,1735,12,23,1,0,1,0,1,0
Haryana,Unknown,2019,January,Friday,15:2,Minor,3,Two-Wheeler,2,1,Foggy,Village Road,Under Construction,Daylight,Signals,40,54,Male,Valid,Yes,Straight Road,1736,1,15,0,0,0,1,0,0
Assam,Unknown,2023,February,Saturday,19:28,Minor,4,Car,5,4,Rainy,National Highway,Damaged,Dusk,Unknown,115,32,Female,Valid,No,Intersection,1737,2,19,0,1,1,0,1,0
Madhya Pradesh,Unknown,2023,June,Friday,15:24,Minor,2,Pedestrian,10,2,Clear,National Highway,Under Construction,Dawn,Signals,110,28,Female,Unknown,No,Straight Road,1738,6,15,0,0,0,0,0,0
Meghalaya,Unknown,2022,August,Thursday,11:47,Minor,4,Cycle,7,0,Stormy,National Highway,Damaged,Dark,Unknown,107,45,Female,Expired,Yes,Straight Road,1739,8,11,0,0,0,1,0,0
Chandigarh,Unknown,2022,March,Thursday,16:43,Fatal,2,Auto-Rickshaw,8,5,Clear,National Highway,Damaged,Dusk,Signs,95,64,Male,Expired,No,Straight Road,1740,3,16,0,0,0,0,0,1
Rajasthan,Udaipur,2020,May,Monday,22:59,Fatal,1,Pedestrian,1,1,Clear,National Highway,Dry,Daylight,Signals,111,55,Female,Valid,Yes,Straight Road,1741,5,22,1,0,0,1,0,1
Punjab,Unknown,2021,February,Wednesday,11:35,Fatal,4,Auto-Rickshaw,6,0,Rainy,State Highway,Damaged,Dark,Unknown,79,52,Female,Valid,No,Curve,1742,2,11,0,0,1,0,0,1
Assam,Unknown,2020,October,Monday,4:48,Minor,4,Cycle,9,1,Hazy,Village Road,Under Construction,Daylight,Police Checkpost,113,47,Female,Valid,Yes,Bridge,1743,10,4,1,0,0,1,0,0
Telangana,Unknown,2022,June,Friday,17:52,Fatal,4,Pedestrian,1,5,Hazy,National Highway,Damaged,Daylight,Unknown,101,30,Male,Valid,Yes,Bridge,1744,6,17,0,1,0,1,0,1
Uttarakhand,Unknown,2022,November,Wednesday,15:48,Serious,1,Cycle,7,0,Clear,State Highway,Damaged,Daylight,Signals,90,31,Male,Unknown,Yes,Curve,1745,11,15,0,0,0,1,0,1
Karnataka,Bangalore,2021,March,Wednesday,3:38,Minor,3,Car,7,4,Rainy,Village Road,Damaged,Dusk,Police Checkpost,86,48,Male,Expired,Yes,Bridge,1746,3,3,1,0,1,1,0,0
Delhi,New Delhi,2018,November,Wednesday,9:22,Fatal,4,Cycle,9,4,Stormy,Village Road,Dry,Dawn,Signals,79,58,Male,Valid,Yes,Curve,1747,11,9,0,1,0,1,0,1
Maharashtra,Pune,2018,November,Tuesday,0:40,Fatal,4,Auto-Rickshaw,4,0,Hazy,Village Road,Wet,Dusk,Police Checkpost,113,55,Female,Valid,Yes,Intersection,1748,11,0,1,0,0,1,0,1
Uttarakhand,Unknown,2018,October,Wednesday,23:54,Serious,5,Auto-Rickshaw,3,2,Rainy,Village Road,Dry,Daylight,Signals,62,51,Female,Expired,No,Straight Road,1749,10,23,1,0,1,0,0,1
Himachal Pradesh,Unknown,2023,October,Sunday,7:45,Minor,2,Auto-Rickshaw,6,3,Clear,State Highway,Wet,Dawn,Signals,39,23,Male,Valid,No,Intersection,1750,10,7,0,0,0,0,1,0
Odisha,Unknown,2019,September,Sunday,20:20,Serious,5,Two-Wheeler,10,3,Stormy,Urban Road,Dry,Dawn,Signals,95,60,Male,Unknown,Yes,Intersection,1751,9,20,1,0,0,1,1,1
Tamil Nadu,Coimbatore,2021,September,Tuesday,4:20,Fatal,4,Bus,6,0,Hazy,Village Road,Wet,Dusk,Unknown,72,46,Female,Unknown,Yes,Intersection,1752,9,4,1,0,0,1,0,1
Haryana,Unknown,2019,August,Monday,14:16,Minor,4,Bus,5,4,Hazy,State Highway,Dry,Daylight,Signs,69,36,Male,Unknown,Yes,Straight Road,1753,8,14,0,0,0,1,0,0
Kerala,Unknown,2021,February,Sunday,5:8,Fatal,1,Bus,4,0,Rainy,Village Road,Under Construction,Dawn,Signs,43,42,Female,Expired,No,Straight Road,1754,2,5,1,0,1,0,1,1
Odisha,Unknown,2022,June,Tuesday,22:37,Fatal,1,Truck,9,4,Rainy,Urban Road,Wet,Daylight,Police Checkpost,111,30,Female,Valid,No,Intersection,1755,6,22,1,0,1,0,0,1
Goa,Unknown,2023,March,Thursday,14:5,Fatal,1,Car,7,5,Clear,National Highway,Under Construction,Daylight,Unknown,100,67,Male,Unknown,Yes,Straight Road,1756,3,14,0,0,0,1,0,1
Assam,Unknown,2022,August,Wednesday,15:59,Fatal,5,Bus,4,0,Hazy,Urban Road,Under Construction,Daylight,Signals,35,50,Male,Unknown,No,Bridge,1757,8,15,0,0,0,0,0,1
Nagaland,Unknown,2021,September,Sunday,2:15,Fatal,2,Truck,8,0,Rainy,Urban Road,Dry,Dark,Signals,78,60,Male,Valid,Yes,Straight Road,1758,9,2,1,0,1,1,1,1
Arunachal Pradesh,Unknown,2021,January,Thursday,14:23,Fatal,1,Truck,7,4,Rainy,State Highway,Dry,Dawn,Signs,114,69,Female,Unknown,No,Curve,1759,1,14,0,0,1,0,0,1
Rajasthan,Udaipur,2022,June,Wednesday,2:29,Minor,3,Bus,2,5,Stormy,State Highway,Dry,Daylight,Signals,78,65,Male,Unknown,Yes,Straight Road,1760,6,2,1,0,0,1,0,0
Chandigarh,Unknown,2018,March,Wednesday,20:2,Serious,2,Two-Wheeler,1,3,Clear,National Highway,Wet,Dusk,Unknown,92,21,Male,Expired,Yes,Straight Road,1761,3,20,1,0,0,1,0,1
Himachal Pradesh,Unknown,2021,August,Monday,21:34,Serious,4,Bus,5,1,Stormy,State Highway,Damaged,Dark,Police Checkpost,91,69,Female,Expired,Yes,Curve,1762,8,21,1,0,0,1,0,1
Goa,Unknown,2023,October,Wednesday,19:24,Minor,1,Auto-Rickshaw,0,1,Stormy,State Highway,Under Construction,Dark,Police Checkpost,75,50,Female,Valid,Yes,Bridge,1763,10,19,0,1,0,1,0,0
Tripura,Unknown,2020,February,Friday,11:9,Fatal,2,Bus,3,2,Stormy,Village Road,Wet,Dusk,Signs,105,65,Male,Valid,No,Curve,1764,2,11,0,0,0,0,0,1
Chandigarh,Unknown,2021,June,Wednesday,17:17,Minor,4,Truck,1,5,Rainy,National Highway,Damaged,Dark,Signs,93,67,Male,Valid,No,Curve,1765,6,17,0,1,1,0,0,0
Madhya Pradesh,Unknown,2021,February,Friday,22:52,Fatal,1,Bus,2,5,Rainy,Urban Road,Dry,Dark,Signs,93,18,Male,Unknown,No,Straight Road,1766,2,22,1,0,1,0,0,1
Meghalaya,Unknown,2021,April,Thursday,13:59,Minor,5,Pedestrian,5,3,Foggy,Urban Road,Dry,Daylight,Unknown,113,56,Male,Unknown,Yes,Curve,1767,4,13,0,0,0,1,0,0
Puducherry,Unknown,2019,August,Friday,21:34,Serious,2,Car,9,1,Rainy,National Highway,Under Construction,Dawn,Police Checkpost,35,35,Female,Valid,No,Curve,1768,8,21,1,0,1,0,0,1
Jharkhand,Unknown,2023,November,Monday,19:39,Fatal,5,Car,2,5,Foggy,Urban Road,Under Construction,Dark,Police Checkpost,90,35,Male,Valid,Yes,Intersection,1769,11,19,0,1,0,1,0,1
Chandigarh,Unknown,2021,February,Wednesday,2:28,Minor,2,Auto-Rickshaw,2,4,Rainy,State Highway,Damaged,Daylight,Police Checkpost,100,56,Female,Unknown,Yes,Curve,1770,2,2,1,0,1,1,0,0
Tamil Nadu,Madurai,2022,September,Wednesday,15:18,Minor,3,Truck,0,5,Rainy,State Highway,Wet,Dark,Police Checkpost,110,52,Male,Valid,No,Bridge,1771,9,15,0,0,1,0,0,0
Telangana,Unknown,2018,March,Thursday,2:18,Fatal,1,Truck,5,5,Foggy,Urban Road,Under Construction,Daylight,Unknown,39,60,Male,Unknown,No,Bridge,1772,3,2,1,0,0,0,0,1
Jharkhand,Unknown,2020,April,Wednesday,9:34,Fatal,2,Car,10,3,Clear,State Highway,Dry,Dawn,Signs,95,63,Male,Valid,Yes,Curve,1773,4,9,0,1,0,1,0,1
West Bengal,Siliguri,2022,March,Wednesday,22:37,Serious,3,Cycle,4,5,Foggy,State Highway,Wet,Dark,Signs,39,28,Female,Unknown,Yes,Bridge,1774,3,22,1,0,0,1,0,1
Uttar Pradesh,Lucknow,2020,May,Saturday,0:39,Fatal,1,Auto-Rickshaw,4,5,Foggy,National Highway,Damaged,Dark,Unknown,79,67,Female,Valid,Yes,Straight Road,1775,5,0,1,0,0,1,1,1
Nagaland,Unknown,2022,September,Tuesday,6:45,Minor,3,Truck,4,3,Hazy,National Highway,Damaged,Dark,Signals,94,35,Male,Unknown,No,Curve,1776,9,6,0,0,0,0,0,0
Jammu and Kashmir,Unknown,2023,December,Wednesday,3:51,Fatal,2,Cycle,9,0,Stormy,National Highway,Under Construction,Dawn,Unknown,95,56,Female,Expired,No,Bridge,1777,12,3,1,0,0,0,0,1
Maharashtra,Mumbai,2023,April,Sunday,8:15,Fatal,5,Two-Wheeler,8,5,Stormy,Village Road,Damaged,Dark,Signals,105,20,Female,Expired,Yes,Curve,1778,4,8,0,1,0,1,1,1
Mizoram,Unknown,2019,January,Sunday,16:11,Serious,5,Auto-Rickshaw,5,0,Stormy,State Highway,Damaged,Dark,Unknown,88,26,Male,Valid,Yes,Bridge,1779,1,16,0,0,0,1,1,1
Uttarakhand,Unknown,2020,June,Sunday,3:49,Minor,2,Pedestrian,4,1,Stormy,Village Road,Wet,Daylight,Signals,38,53,Female,Unknown,No,Curve,1780,6,3,1,0,0,0,1,0
Sikkim,Unknown,2019,May,Sunday,21:7,Minor,3,Pedestrian,9,2,Hazy,Urban Road,Dry,Dusk,Police Checkpost,30,33,Female,Valid,No,Curve,1781,5,21,1,0,0,0,1,0
Goa,Unknown,2020,February,Monday,9:39,Serious,2,Auto-Rickshaw,9,4,Foggy,Urban Road,Under Construction,Dark,Signals,117,39,Male,Valid,Yes,Curve,1782,2,9,0,1,0,1,0,1
Nagaland,Unknown,2021,January,Monday,2:53,Minor,5,Cycle,5,3,Clear,State Highway,Wet,Daylight,Signals,115,19,Male,Expired,Yes,Intersection,1783,1,2,1,0,0,1,0,0
Karnataka,Mysore,2022,June,Friday,21:24,Minor,5,Cycle,7,0,Stormy,National Highway,Damaged,Dusk,Signals,53,21,Male,Expired,Yes,Straight Road,1784,6,21,1,0,0,1,0,0
Himachal Pradesh,Unknown,2020,May,Monday,8:26,Minor,1,Bus,4,2,Hazy,State Highway,Damaged,Dusk,Signals,88,45,Male,Valid,No,Straight Road,1785,5,8,0,1,0,0,0,0
Telangana,Unknown,2018,February,Monday,20:53,Fatal,3,Car,7,3,Stormy,State Highway,Under Construction,Daylight,Signs,63,43,Female,Expired,No,Straight Road,1786,2,20,1,0,0,0,0,1
Kerala,Unknown,2022,March,Wednesday,9:37,Fatal,4,Bus,5,1,Rainy,National Highway,Damaged,Dawn,Signs,46,38,Female,Expired,Yes,Intersection,1787,3,9,0,1,1,1,0,1
Haryana,Unknown,2021,October,Wednesday,7:58,Fatal,5,Truck,1,5,Clear,State Highway,Under Construction,Dusk,Signals,95,62,Male,Unknown,Yes,Intersection,1788,10,7,0,0,0,1,0,1
Delhi,Rohini,2020,November,Monday,22:58,Serious,5,Two-Wheeler,6,4,Foggy,State Highway,Dry,Dark,Police Checkpost,105,61,Male,Unknown,No,Intersection,1789,11,22,1,0,0,0,0,1
Himachal Pradesh,Unknown,2019,February,Tuesday,4:1,Minor,3,Truck,2,0,Rainy,National Highway,Wet,Dawn,Police Checkpost,79,34,Male,Valid,No,Bridge,1790,2,4,1,0,1,0,0,0
